name,id,genres,popularity,followers,wikipedia_name,country
Mudiwa Hood,5iTjEPuACRYTtVq1gCOQX9,,4,284,Mudiwa Hood,Zimbabwe
Musekiwa Chingodza,71h7VkF40lAIpho6YoXqKV,mbira|zim urban groove,0,138,Musekiwa Chingodza,Zimbabwe
Obi Mhondera,5r2ZdQxzHXHp4WTj7tgfXz,,1,5,Obi Mhondera,Zimbabwe
Oliver Mtukudzi,0HC2dfJHpORLT21AxEiTXJ,afropop|chimurenga|mbira|south african jazz|sungura|venda pop|zilizopendwa|zim urban groove,44,165476,Oliver Mtukudzi,Zimbabwe
Olivia Charamba,73XUQl4L9FaB6sZaXOfpzX,,0,90,Olivia Charamba,Zimbabwe
Paul Matavire,3M6p7uzGLjJZrrTaK0IgU5,sungura|zim urban groove,20,14404,Paul Matavire,Zimbabwe
Prince Kudakwashe Musarurwa,0GLohFCva443WrPaypeWIR,mbira,7,226,Prince Kudakwashe Musarurwa,Zimbabwe
Sam Mtukudzi,1MSnpAftkF48xRsn5jXHSv,sungura,18,2438,Sam Mtukudzi,Zimbabwe
Shingisai Suluma,0trvzgdDbwssZjo3WFT1q8,zim gospel,18,7998,Shingisai Suluma,Zimbabwe
Siyaya,1difNXOBxR2tgdCMcNLjEM,zim urban groove,6,17,Siyaya,Zimbabwe
Solomon Skuza,2c7dGNEgUKwFw5Rizx7jwC,sungura|zim urban groove,17,4150,Solomon Skuza,Zimbabwe
Stella Chiweshe,2RHRy13i2XKC0RHGWgxZjk,mbira|zim urban groove,19,8684,Stella Chiweshe,Zimbabwe
System Tazvida,2czxn94tl4uqFPLfNgNdCh,sungura|zim urban groove,20,12320,System Tazvida,Zimbabwe
Takura,5h7nWgcp5DTynhz4iaq0Ri,zim hip hop|zimdancehall,42,9244,Takura,Zimbabwe
Tehn Diamond,1M1M54b7J6XmFUB7QkAbPb,zim hip hop,2,305,Tehn Diamond,Zimbabwe
Thomas Mapfumo,4kfGq6bSxmsRIfwfqytM7o,chimurenga|mbira|zim urban groove,26,32624,Thomas Mapfumo,Zimbabwe
Tkay Maidza,1kMPdZQVdUhMDKDWOJM5iK,alternative r&b|australian hip hop,54,174389,Tkay Maidza,Zimbabwe
Tocky Vibes,5MMsrC0IgfdxJFN0ogEOA3,zimdancehall,30,24163,Tocky Vibes,Zimbabwe
Tongai Moyo,4sNxu1P8wBq9CHe2v94r2p,sungura|zim urban groove,21,16042,Tongai Moyo,Zimbabwe
Victor Kunonga,2NvXCZGdDQkzXP6Lxz84WK,,0,2,Victor Kunonga,Zimbabwe
Vusa Mkhaya,1Zcfa6xRf2ZShaD9lcVR8E,south african gospel|zim urban groove,16,729,Vusa Mkhaya,Zimbabwe
Winky D,2zFOy7V1b9u32uHLQ9fGni,zim urban groove|zimdancehall,38,54307,Winky D,Zimbabwe
Zeke Manyika,1jYJpzl4Ytb9eXGoFprU0n,,25,392,Zeke Manyika,Zimbabwe
